Id,ReservationTypeId,ReservationTypeName,Courts,Instructors,IsLesson,StartTime,EndTime,CreatedOnUtc,UpdatedOnUtc,CancelledOn,Players,UserDefinedFields
37786702,64158,"Drilling with The Titan Ball Machine $70 per HR ($2,299 Value)",Court #3,REDACTED,False,2025-07-03T20:30:00,2025-07-03T21:00:00,2025-07-03T21:20:50.987,2025-07-03T21:05:19.4,,REDACTED,[]
37790224,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-05T11:00:00,2025-07-05T13:00:00,2025-07-03T22:51:13.983,2025-07-05T12:08:09.797,,REDACTED,[]
37802683,57948,Reserve Court: Singles,Court #8,REDACTED,False,2025-07-04T10:00:00,2025-07-04T12:30:00,2025-07-04T12:57:22.75,,,REDACTED,[]
37802706,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-07-06T08:00:00,2025-07-06T10:00:00,2025-07-04T12:58:08.013,2025-07-06T08:49:00.39,,REDACTED,[]
37803030,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-07-04T09:00:00,2025-07-04T10:00:00,2025-07-04T13:02:36.143,,,REDACTED,[]
37808486,84484,Reserve Court: Three Person,Court #8,REDACTED,False,2025-07-06T09:00:00,2025-07-06T10:00:00,2025-07-04T15:21:20.873,2025-07-05T20:03:26.437,,REDACTED,[]
37810336,84484,Reserve Court: Three Person,Court #1,REDACTED,False,2025-07-05T09:00:00,2025-07-05T11:00:00,2025-07-04T16:10:40.533,,,REDACTED,[]
37824436,52121,Private Lesson,Court #1,REDACTED,True,2025-07-07T14:00:00,2025-07-07T15:00:00,2025-07-05T00:21:52.173,2025-07-04T20:23:44.67,,REDACTED,[]
37824448,52121,Private Lesson,Court #1,REDACTED,True,2025-07-07T15:00:00,2025-07-07T16:00:00,2025-07-05T00:23:14.763,,,REDACTED,[]
37831264,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-07-05T11:00:00,2025-07-05T13:00:00,2025-07-05T12:35:32.653,2025-07-05T12:27:00.053,,REDACTED,[]
37834255,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-07-06T09:00:00,2025-07-06T11:00:00,2025-07-05T14:23:34.043,2025-07-06T08:55:37.92,,REDACTED,[]
37836283,52120,Reserve Court: Doubles,"Court #1, Court #2, Court #3, Court #4",REDACTED,False,2025-07-06T08:00:00,2025-07-06T10:00:00,2025-07-05T15:22:03.367,2025-07-06T09:09:20.687,,REDACTED,[]
37838375,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-06T16:00:00,2025-07-06T18:00:00,2025-07-05T16:18:20.523,2025-07-05T12:45:19.503,,REDACTED,[]
37838588,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-06T14:30:00,2025-07-06T15:30:00,2025-07-05T16:22:16.723,2025-07-06T14:37:30.533,,REDACTED,[]
37845668,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-05T15:30:00,2025-07-05T17:30:00,2025-07-05T19:31:44.683,2025-07-05T16:43:06.77,,REDACTED,[]
37852016,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-06T10:00:00,2025-07-06T12:00:00,2025-07-05T23:16:15.34,2025-07-06T10:56:34.613,,REDACTED,[]
37863379,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-13T07:00:00,2025-07-13T09:00:00,2025-07-06T13:16:24.007,,,REDACTED,[]
37871624,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-06T13:00:00,2025-07-06T14:00:00,2025-07-06T17:08:15.443,2025-07-06T13:09:15.233,,REDACTED,[]
37880586,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-08T17:00:00,2025-07-08T18:00:00,2025-07-06T21:00:01.65,,,REDACTED,[]
37881967,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-06T18:00:00,2025-07-06T19:00:00,2025-07-06T21:22:25.057,2025-07-06T17:23:29.497,,REDACTED,[]
37884264,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-13T15:00:00,2025-07-13T17:00:00,2025-07-06T22:30:28.027,2025-07-13T15:14:17.513,,REDACTED,[]
37886514,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-07T21:00:00,2025-07-07T22:00:00,2025-07-06T23:54:45.393,,,REDACTED,[]
37887331,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-07-08T10:00:00,2025-07-08T12:00:00,2025-07-07T00:20:09.41,2025-07-08T12:10:17.35,,REDACTED,[]
37910366,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-07-07T17:00:00,2025-07-07T18:00:00,2025-07-07T17:07:16.51,2025-07-07T17:02:01.557,,REDACTED,[]
37915791,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-09T10:00:00,2025-07-09T11:00:00,2025-07-07T18:47:33.987,,,REDACTED,[]
37921853,57948,Reserve Court: Singles,Court #8,REDACTED,False,2025-07-07T16:30:00,2025-07-07T17:30:00,2025-07-07T20:31:46.41,,,REDACTED,[]
37923112,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-07T20:00:00,2025-07-07T21:00:00,2025-07-07T20:58:57.973,2025-07-07T17:00:57.593,,REDACTED,[]
37923461,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-09T17:00:00,2025-07-09T18:00:00,2025-07-07T21:03:31.167,,,REDACTED,[]
37926641,52120,Reserve Court: Doubles,Court #7,REDACTED,False,2025-07-14T20:00:00,2025-07-14T21:00:00,2025-07-07T22:23:11.367,2025-07-14T21:05:39.76,,REDACTED,[]
37930544,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-07T20:00:00,2025-07-07T22:00:00,2025-07-08T00:31:37.743,,,REDACTED,[]
37942776,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-08T09:30:00,2025-07-08T10:30:00,2025-07-08T13:31:36.02,,,REDACTED,[]
37956841,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-09T11:00:00,2025-07-09T13:00:00,2025-07-08T18:26:36.87,2025-07-09T11:20:46.147,,REDACTED,[]
37957982,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-08T16:00:00,2025-07-08T18:00:00,2025-07-08T18:46:21.8,,,REDACTED,[]
37958244,57948,Reserve Court: Singles,Court #4,REDACTED,False,2025-07-08T16:30:00,2025-07-08T17:30:00,2025-07-08T18:51:33.69,,,REDACTED,[]
37959587,52121,Private Lesson,Court #1,REDACTED,True,2025-07-14T13:30:00,2025-07-14T14:30:00,2025-07-08T19:21:50.297,,,REDACTED,[]
37959670,52121,Private Lesson,Court #1,REDACTED,True,2025-07-18T14:00:00,2025-07-18T15:00:00,2025-07-08T19:23:16.677,,,REDACTED,[]
37959687,52121,Private Lesson,Court #1,REDACTED,True,2025-07-18T15:00:00,2025-07-18T16:00:00,2025-07-08T19:23:47.26,,,REDACTED,[]
37963865,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-11T15:00:00,2025-07-11T17:00:00,2025-07-08T20:52:24.62,,,REDACTED,[]
37973584,52120,Reserve Court: Doubles,"Court #1, Court #2, Court #3, Court #4",REDACTED,False,2025-07-12T08:00:00,2025-07-12T10:00:00,2025-07-09T01:23:20.333,2025-07-12T08:14:39.603,,REDACTED,[]
37974113,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-09T12:00:00,2025-07-09T14:00:00,2025-07-09T01:42:41.123,,,REDACTED,[]
37978066,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-09T15:30:00,2025-07-09T17:30:00,2025-07-09T10:20:52.243,2025-07-09T15:55:16.943,,REDACTED,[]
37984777,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-11T07:00:00,2025-07-11T09:00:00,2025-07-09T13:55:40.417,2025-07-11T08:57:45.92,,REDACTED,[]
37993837,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-07-11T18:00:00,2025-07-11T20:00:00,2025-07-09T17:07:46.57,2025-07-11T13:43:25.64,,REDACTED,[]
38001173,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-15T11:00:00,2025-07-15T13:00:00,2025-07-09T19:44:28.457,2025-07-15T10:51:21.963,,REDACTED,[]
38001879,52120,Reserve Court: Doubles,Court #8,REDACTED,False,2025-07-09T21:00:00,2025-07-09T22:00:00,2025-07-09T19:56:19.933,,,REDACTED,[]
38004354,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-10T16:00:00,2025-07-10T17:00:00,2025-07-09T20:30:51.99,2025-07-10T15:58:01.943,,REDACTED,[]
38004385,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-07-10T17:00:00,2025-07-10T18:00:00,2025-07-09T20:31:28.783,,,REDACTED,[]
38010253,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-07-10T17:00:00,2025-07-10T18:00:00,2025-07-09T22:55:32.037,2025-07-10T16:50:37.95,,REDACTED,[]
38015556,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-10T09:00:00,2025-07-10T10:00:00,2025-07-10T02:02:37.777,,,REDACTED,[]
38025069,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-12T11:00:00,2025-07-12T13:00:00,2025-07-10T13:33:23.177,,,REDACTED,[]
38025448,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-11T11:00:00,2025-07-11T13:00:00,2025-07-10T13:47:19.71,2025-07-11T14:57:55.313,,REDACTED,[]
38027123,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-11T15:00:00,2025-07-11T17:00:00,2025-07-10T14:26:57.877,2025-07-11T15:12:15.193,,REDACTED,[]
