TransactionId,TransactionType,TransactionDate,Subtotal,TaxTotal,Total,UnpaidAmount,PainOn,PaymentType,Category,ReservationStart,ReservationEnd,Instructors,OrganizationMemberId,OrganizationFirstName,OrganizationLastName,OrganizationMemberEmail,OrganizationMemberPhone,AccountCreationDate
65999498,Payment,2025-07-20T10:55:55.75,17.0,0.0,-17.0,0.0,2025-07-20T10:55:55.75,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,4890492.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-06-21T17:34:47.1
65999944,Payment,2025-07-20T11:00:19.01,5.0,0.0,-5.0,0.0,2025-07-20T11:00:19.01,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,4289939.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-03-02T11:33:13.623
66000262,Payment,2025-07-20T11:02:58.343,5.0,0.0,-5.0,0.0,2025-07-20T11:02:58.343,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,5930121.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-02T16:28:16.973
66000323,Fee,2025-07-20T11:03:30.357,5.0,0.0,5.0,0.0,2025-07-22T21:48:48.883,Credit Card,Reserve Court: Doubles,2025-07-22T20:00:00,2025-07-22T22:00:00,REDACTED,4918536.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-06-26T19:51:34.54
66000324,Fee,2025-07-20T11:03:30.39,20.0,0.0,20.0,0.0,2025-07-22T21:48:54.42,Credit Card,Reserve Court: Doubles,2025-07-22T20:00:00,2025-07-22T22:00:00,REDACTED,4435577.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-03-30T16:56:21.857
66000325,Fee,2025-07-20T11:03:30.433,5.0,0.0,5.0,0.0,2025-07-22T21:49:00.18,Credit Card,Reserve Court: Doubles,2025-07-22T20:00:00,2025-07-22T22:00:00,REDACTED,5159887.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-08-04T17:19:12.56
66000326,Fee,2025-07-20T11:03:30.477,5.0,0.0,5.0,0.0,2025-07-22T21:49:33.19,Credit Card,Reserve Court: Doubles,2025-07-22T20:00:00,2025-07-22T22:00:00,REDACTED,3948552.0,REDACTED,REDACTED,REDACTED,REDACTED,2023-12-31T16:57:25.93
66000568,Fee,2025-07-20T11:06:00.497,13.33,0.0,13.33,0.0,2025-07-20T11:08:00.167,Credit Card,Reserve Court: Three Person,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,5976202.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-10T09:40:26.427
66000569,Fee,2025-07-20T11:06:00.537,13.33,0.0,13.33,0.0,2025-07-20T11:07:17.397,Credit Card,Reserve Court: Three Person,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,5976313.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-10T09:58:02.633
66000570,Fee,2025-07-20T11:06:00.617,13.33,0.0,13.33,0.0,2025-07-20T12:36:35.51,Credit Card,Reserve Court: Three Person,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,5367418.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-09-07T11:14:17.503
66000665,Payment,2025-07-20T11:07:17.397,13.33,0.0,-13.33,0.0,2025-07-20T11:07:17.397,Credit Card,Reserve Court: Three Person,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,5976313.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-10T09:58:02.633
66000725,Payment,2025-07-20T11:08:00.167,13.33,0.0,-13.33,0.0,2025-07-20T11:08:00.167,Credit Card,Reserve Court: Three Person,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,5976202.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-10T09:40:26.427
66000844,Fee,2025-07-20T11:09:26.217,20.0,0.0,20.0,0.0,2025-07-20T15:05:02.803,Credit Card,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,2025-07-20T15:00:00,2025-07-20T18:00:00,REDACTED,6026925.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-16T21:12:20.81
66000851,Fee,2025-07-20T11:09:26.24,20.0,0.0,20.0,0.0,2025-07-20T15:04:26.15,Credit Card,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,2025-07-20T15:00:00,2025-07-20T18:00:00,REDACTED,6026364.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-16T19:25:32.613
66001438,Payment,2025-07-20T11:15:41.627,17.0,0.0,-17.0,0.0,2025-07-20T11:15:41.627,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,3638611.0,REDACTED,REDACTED,REDACTED,REDACTED,2023-10-18T08:35:36.647
66005431,Fee,2025-07-20T12:00:47.933,20.0,0.0,20.0,0.0,2025-07-20T15:03:53.24,Credit Card,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,2025-07-20T15:00:00,2025-07-20T18:00:00,REDACTED,7760029.0,REDACTED,REDACTED,REDACTED,REDACTED,2025-07-20T12:00:16.613
66006610,Payment,2025-07-20T12:12:01.71,5.0,0.0,-5.0,0.0,2025-07-20T12:12:01.71,Credit Card,Reserve Court: Doubles,2025-07-20T07:00:00,2025-07-20T09:00:00,REDACTED,4294056.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-03-02T18:20:19.147
66006635,Payment,2025-07-20T12:12:14.103,5.0,0.0,-5.0,0.0,2025-07-20T12:12:14.103,Credit Card,Reserve Court: Doubles,2025-07-20T07:00:00,2025-07-20T09:00:00,REDACTED,4473100.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-04-07T16:10:12.43
66006643,Payment,2025-07-20T12:12:21.86,5.0,0.0,-5.0,0.0,2025-07-20T12:12:21.86,Credit Card,Reserve Court: Doubles,2025-07-20T07:00:00,2025-07-20T09:00:00,REDACTED,4620173.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-05-07T20:02:05.693
66006657,Payment,2025-07-20T12:12:34.56,5.0,0.0,-5.0,0.0,2025-07-20T12:12:34.56,Credit Card,Reserve Court: Doubles,2025-07-20T07:00:00,2025-07-20T09:00:00,REDACTED,4473078.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-04-07T16:07:19.133
66006709,Payment,2025-07-20T12:13:09.37,5.0,0.0,-5.0,0.0,2025-07-20T12:13:09.37,Credit Card,Reserve Court: Singles,2025-07-20T09:00:00,2025-07-20T10:00:00,REDACTED,5159887.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-08-04T17:19:12.56
66006767,Payment,2025-07-20T12:13:23.497,5.0,0.0,-5.0,0.0,2025-07-20T12:13:23.497,Credit Card,Reserve Court: Doubles,2025-07-20T10:00:00,2025-07-20T12:00:00,REDACTED,4249747.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-23T15:59:13.85
66006955,Fee,2025-07-20T12:15:21.06,20.0,0.0,20.0,0.0,2025-07-20T15:05:14.763,Credit Card,Reserve Court: Doubles,2025-07-20T14:30:00,2025-07-20T16:30:00,REDACTED,5350320.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-09-04T11:21:45.173
66006956,Fee,2025-07-20T12:15:21.107,20.0,0.0,20.0,0.0,2025-07-20T15:05:20.663,Credit Card,Reserve Court: Doubles,2025-07-20T14:30:00,2025-07-20T16:30:00,REDACTED,4778795.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-06-06T07:17:13.783
66006957,Fee,2025-07-20T12:15:21.153,5.0,0.0,5.0,0.0,2025-07-20T15:05:26.593,Credit Card,Reserve Court: Doubles,2025-07-20T14:30:00,2025-07-20T16:30:00,REDACTED,4249747.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-23T15:59:13.85
66007028,Payment,2025-07-20T12:16:28.283,30.0,0.0,-30.0,0.0,2025-07-20T12:16:28.283,Credit Card,Reserve Court: Doubles,2025-07-20T10:00:00,2025-07-20T12:00:00,REDACTED,5863230.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-11-22T15:42:05.107
66007040,Payment,2025-07-20T12:16:34.027,20.0,0.0,-20.0,0.0,2025-07-20T12:16:34.027,Credit Card,Reserve Court: Doubles,2025-07-20T10:00:00,2025-07-20T12:00:00,REDACTED,4298082.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-03-03T18:54:16.633
66007073,Payment,2025-07-20T12:16:54.93,5.0,0.0,-5.0,0.0,2025-07-20T12:16:54.93,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,4241427.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-21T21:49:15.227
66007162,Payment,2025-07-20T12:17:52.12,5.0,0.0,-5.0,0.0,2025-07-20T12:17:52.12,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,5159887.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-08-04T17:19:12.56
66007196,Payment,2025-07-20T12:18:15.833,5.0,0.0,-5.0,0.0,2025-07-20T12:18:15.833,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,3633990.0,REDACTED,REDACTED,REDACTED,REDACTED,2023-10-16T16:41:22.11
66007212,Payment,2025-07-20T12:18:29.027,17.0,0.0,-17.0,0.0,2025-07-20T12:18:29.027,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,4212642.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-16T19:31:44.157
66007222,Payment,2025-07-20T12:18:43.227,17.0,0.0,-17.0,0.0,2025-07-20T12:18:43.227,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,4279831.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-29T14:26:57.88
66007233,Payment,2025-07-20T12:18:50.267,17.0,0.0,-17.0,0.0,2025-07-20T12:18:50.267,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,3638610.0,REDACTED,REDACTED,REDACTED,REDACTED,2023-10-18T08:35:36.523
66007241,Payment,2025-07-20T12:18:56.87,17.0,0.0,-17.0,0.0,2025-07-20T12:18:56.87,Credit Card, High Intermediate - 3.5 - 3.5+ Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,5052042.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-07-16T16:01:06.317
66007245,Fee,2025-07-20T12:18:58.887,60.0,0.0,60.0,0.0,2025-07-20T13:07:59.697,Credit Card,Reserve Court: Doubles,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,4433942.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-03-30T12:46:25.267
66007261,Payment,2025-07-20T12:19:12.567,5.0,0.0,-5.0,0.0,2025-07-20T12:19:12.567,Credit Card,Intermediate - 3.0 - 3.5 Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,3636659.0,REDACTED,REDACTED,REDACTED,REDACTED,2023-10-17T14:15:11.757
66007275,Payment,2025-07-20T12:19:18.273,17.0,0.0,-17.0,0.0,2025-07-20T12:19:18.273,Credit Card,Intermediate - 3.0 - 3.5 Open Play,2025-07-20T11:00:00,2025-07-20T13:00:00,REDACTED,4221328.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-18T11:07:50.27
66008051,Fee,2025-07-20T12:28:57.887,0.0,0.0,0.0,0.0,,,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,2025-07-20T15:00:00,2025-07-20T18:00:00,REDACTED,5501187.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-09-29T09:00:10.813
66008052,Fee,2025-07-20T12:28:57.9,20.0,0.0,20.0,0.0,2025-07-20T15:04:35.3,Credit Card,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,2025-07-20T15:00:00,2025-07-20T18:00:00,REDACTED,3669353.0,REDACTED,REDACTED,REDACTED,REDACTED,2023-10-25T20:18:21.563
66008700,Fee,2025-07-20T12:36:25.74,10.0,0.66,10.66,0.0,2025-07-20T13:50:27.52,Credit Card,Point of Sale,2025-07-20T12:36:25.74,,REDACTED,5976202.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-10T09:40:26.427
66008709,Payment,2025-07-20T12:36:35.51,13.33,0.0,-13.33,0.0,2025-07-20T12:36:35.51,Credit Card,Reserve Court: Three Person,2025-07-20T12:30:00,2025-07-20T13:30:00,REDACTED,5367418.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-09-07T11:14:17.503
66149871,Fee,2025-07-21T21:38:21.747,17.0,0.0,17.0,0.0,2025-07-23T20:32:16.703,Credit Card,Intermediate - 3.0 - 3.5 Open Play,2025-07-23T18:00:00,2025-07-23T20:00:00,REDACTED,6146213.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-12-30T22:26:10.727
66153631,Fee,2025-07-21T22:17:17.453,5.0,0.0,5.0,0.0,2025-07-23T20:31:14.283,Credit Card,Intermediate - 3.0 - 3.5 Open Play,2025-07-23T18:00:00,2025-07-23T20:00:00,REDACTED,4519775.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-04-18T10:37:59.42
66161134,Fee,2025-07-21T23:42:31.72,27.0,0.0,27.0,0.0,2025-07-26T12:01:40.33,Credit Card,Invitation Only Group - 4.25 Open Play,2025-07-22T20:00:00,2025-07-22T22:00:00,REDACTED,5863230.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-11-22T15:42:05.107
66161135,Fee,2025-07-21T23:42:31.827,5.0,0.0,5.0,0.0,2025-07-26T12:00:46.407,Credit Card,Invitation Only Group - 4.25 Open Play,2025-07-22T20:00:00,2025-07-22T22:00:00,REDACTED,4656860.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-05-15T17:13:01.42
66165271,Membership Fee,2025-07-22T03:53:52.953,25.0,1.66,26.66,0.0,2025-07-26T04:26:40.713,Credit Card,Membership Dues,2025-07-26T22:09:59.053,2025-08-25T23:09:59.053,REDACTED,4151862.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-04T23:56:51.947
66165272,Membership Fee,2025-07-22T03:53:53.447,168.0,11.13,179.13,0.0,2025-07-26T12:00:08.38,Credit Card,Membership Dues,2025-07-27T06:57:19.553,2026-07-26T07:57:19.553,REDACTED,4269362.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-02-27T11:47:12.02
66165273,Membership Fee,2025-07-22T03:53:53.547,25.0,1.66,26.66,0.0,2025-07-26T12:00:31.483,Credit Card,Membership Dues,2025-07-27T14:24:04.313,2025-08-26T15:24:04.313,REDACTED,4410795.0,REDACTED,REDACTED,REDACTED,REDACTED,2024-03-25T22:46:24.14
