Id,ReservationTypeId,ReservationTypeName,Courts,Instructors,IsLesson,StartTime,EndTime,CreatedOnUtc,UpdatedOnUtc,CancelledOn,Players,UserDefinedFields
36942823,52122,Semi-Private,Court #1,REDACTED,True,2025-06-22T11:00:00,2025-06-22T12:00:00,2025-06-13T16:15:08.307,2025-06-22T12:53:10.207,,REDACTED,[]
36947874,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-06-14T10:00:00,2025-06-14T11:00:00,2025-06-13T18:03:37.353,2025-06-14T09:48:04.223,,REDACTED,[]
36951624,84484,Reserve Court: Three Person,Court #2,REDACTED,False,2025-06-15T09:00:00,2025-06-15T10:00:00,2025-06-13T19:17:01.317,2025-06-15T09:00:44.943,,REDACTED,[]
36953793,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-06-15T10:00:00,2025-06-15T11:00:00,2025-06-13T20:06:19.517,2025-06-15T14:45:50.43,,REDACTED,[]
36956090,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-06-13T16:30:00,2025-06-13T19:00:00,2025-06-13T21:09:21.303,2025-06-13T18:19:09.437,,REDACTED,[]
36956615,52120,Reserve Court: Doubles,"Court #7, Court #8",REDACTED,False,2025-06-14T08:00:00,2025-06-14T10:00:00,2025-06-13T21:24:32.897,2025-06-14T12:59:57.433,,REDACTED,[]
36959179,52120,Reserve Court: Doubles,"Court #1, Court #2",REDACTED,False,2025-06-14T07:00:00,2025-06-14T09:00:00,2025-06-13T22:54:10.503,2025-06-13T18:54:20.807,,REDACTED,[]
36961435,52120,Reserve Court: Doubles,Court #7,REDACTED,False,2025-06-14T10:00:00,2025-06-14T11:00:00,2025-06-14T00:06:13.96,2025-06-14T11:16:46.377,,REDACTED,[]
36961646,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-06-15T07:00:00,2025-06-15T09:00:00,2025-06-14T00:15:51.86,,,REDACTED,[]
36962490,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-06-14T07:00:00,2025-06-14T09:00:00,2025-06-14T00:50:16.71,2025-06-14T12:09:26.823,,REDACTED,[]
36971747,84484,Reserve Court: Three Person,Court #1,REDACTED,False,2025-06-15T10:00:00,2025-06-15T12:00:00,2025-06-14T14:04:33.613,2025-06-15T10:02:02.08,,REDACTED,[]
36974081,52121,Private Lesson,Court #1,REDACTED,True,2025-06-21T10:00:00,2025-06-21T11:00:00,2025-06-14T15:03:50.65,2025-06-14T11:05:08.853,,REDACTED,[]
36981182,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-06-14T18:30:00,2025-06-14T19:30:00,2025-06-14T18:18:46.083,,,REDACTED,[]
36982774,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-06-15T07:00:00,2025-06-15T09:00:00,2025-06-14T19:09:32.593,2025-06-15T07:27:20.82,,REDACTED,[]
36983771,52120,Reserve Court: Doubles,Court #3,REDACTED,False,2025-06-15T13:00:00,2025-06-15T15:00:00,2025-06-14T19:40:27.077,2025-06-15T14:40:44.943,,REDACTED,[]
36983979,52120,Reserve Court: Doubles,Court #4,REDACTED,False,2025-06-15T13:00:00,2025-06-15T15:00:00,2025-06-14T19:48:35.923,2025-06-15T13:29:06.723,,REDACTED,[]
36983996,52120,Reserve Court: Doubles,Court #5,REDACTED,False,2025-06-15T13:00:00,2025-06-15T15:00:00,2025-06-14T19:49:09.873,2025-06-14T16:02:48.863,,REDACTED,[]
36984003,52120,Reserve Court: Doubles,Court #6,REDACTED,False,2025-06-15T13:00:00,2025-06-15T15:00:00,2025-06-14T19:49:21.95,2025-06-14T16:06:04.54,,REDACTED,[]
